age,income,education_years,experience_years,credit_score,debt_ratio,num_accounts,previous_defaults,approved,gender_male,region_north,region_south,region_west
62,39730,18,29,805,0.808,9,0,1,False,False,True,False
44,61859,16,28,381,0.388,11,0,1,True,False,False,True
26,20448,16,14,301,0.796,11,0,0,True,True,False,False
43,63388,13,24,503,0.306,6,0,1,True,False,True,False
64,31832,17,37,703,0.073,1,0,1,True,True,False,False
39,60961,13,37,402,0.933,6,1,0,False,True,False,False
64,50214,10,22,835,0.395,6,0,1,True,False,False,True
47,35690,8,24,667,0.793,13,1,0,True,False,False,True
60,43894,14,6,511,0.279,6,1,0,True,False,False,False
65,60294,11,21,508,0.646,8,0,1,True,False,False,False
34,51588,8,16,416,0.873,6,0,0,True,False,False,False
43,58766,15,17,777,0.042,5,0,1,True,False,True,False
53,79646,19,9,404,0.831,11,1,1,True,False,False,False
18,26536,13,9,794,0.571,2,0,0,False,True,False,False
25,74258,13,6,345,0.607,4,1,0,True,False,False,False
66,51565,9,37,630,0.523,14,0,1,True,False,False,True
52,36518,8,26,515,0.874,10,0,1,False,False,False,False
69,30045,20,32,791,0.043,5,0,1,False,False,True,False
32,47163,21,0,748,0.261,10,0,1,True,False,True,False
64,63824,21,33,835,0.876,4,0,1,True,True,False,False
39,48086,9,3,810,0.752,2,0,1,True,False,True,False
31,72667,11,16,757,0.018,7,0,1,False,False,False,False
43,28232,9,3,846,0.517,10,0,0,False,False,False,True
45,49818,8,25,835,0.53,10,0,1,False,False,True,False
40,31214,14,3,839,0.401,2,0,1,True,True,False,False
31,55454,18,0,783,0.297,1,0,0,False,False,False,False
41,63303,18,6,315,0.682,14,0,1,True,True,False,False
19,43688,19,29,542,0.208,5,0,1,True,False,True,False
62,10936,15,8,506,0.799,12,0,0,True,False,True,False
43,52984,13,34,570,0.803,13,0,1,False,True,False,False
31,56551,11,7,414,0.415,1,0,1,True,False,False,False
68,56064,21,23,598,0.284,1,0,1,False,False,True,False
24,68536,13,18,782,0.284,1,0,1,True,False,False,True
20,33934,10,35,696,0.482,6,0,0,True,False,True,False
64,60203,19,26,693,0.72,9,0,1,True,False,False,False
40,67887,15,31,374,0.359,10,0,1,True,False,True,False
63,23321,17,13,781,0.61,13,0,1,False,True,False,False
60,54794,21,17,402,0.382,11,0,1,True,False,True,False
64,42437,20,27,596,0.305,12,1,0,False,False,True,False
62,48777,20,28,477,0.025,1,1,0,False,False,False,False
35,55215,9,15,514,0.004,5,0,1,False,True,False,False
55,42691,12,34,614,0.227,9,0,1,True,False,False,False
